#{"t_start": 1583692072.6170218, "env_id": null}
r,l,t
4921.324036,200,329.997075
6803.21009,200,330.776574
11566.620918,200,331.42896
148.202463,200,332.219793
3731.369557,200,332.869717
3736.955517,200,333.554056
7699.043926,200,334.234392
155.509694,200,334.935042
856.372311,200,335.596405
149.583614,200,336.241574
3233.1931,200,336.923825
3630.273835,200,337.677296
9775.862449,200,338.346506
561.022966,200,338.99001
143.872585,200,339.654735
2033.609373,200,340.320147
147.765964,200,341.042161
3233.604249,200,341.716702
150.161568,200,342.35523
1135.600952,200,343.123555
849.915517,200,343.778472
4714.821807,200,344.453763
7691.683867,200,345.087144
133.525707,200,345.75543
7297.516616,200,347.003402
356.841876,200,348.3154
